"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YER180C-A_05",54.504460550157,40.7095273203214,0.0803368339250655,-0.407477059189509,94,0,16,92,0
"YGR035C_09",306.304870656772,40.7085588563997,-0.206451419197505,-0.185788456065356,82,819,73,0,0
"YDR177W_09",130.61721551068,40.7018704183766,-0.572179928662585,-0.429961976978166,441,269,21,187,21
"YBR302C_07_DEGEN",338.963651944741,40.6691922497169,-0.00171639756850444,-0.358387694423839,134,885,59,95,59
"YBL032W_05",124.101829611378,40.6548048725943,0.0805168502185985,-0.0987661755141453,71,95,164,0,0
"YDR156W_08",53.0924084605609,40.6448768218987,-0.647908025834999,-0.459930760117111,43,171,27,66,27
"YOL052C_09",54.1291163966511,40.6359855604698,-0.444535631859325,-0.876174530118459,168,286,68,201,68
"YAR015W_05",118.346492319776,40.629139084187,-0.0995395037907997,-0.273300513999531,245,131,154,0,0
"YOL003C_04",74.9379803549868,40.6198389326486,-0.458265701691262,-0.554834184416313,563,0,141,0,0
"YBR028C_02",196.005421271771,40.605262988737,-0.140801830061082,-0.0493043963363291,432,70,150,0,0
"YER188W_04",60.3739161930239,40.5961948572051,-0.0547300825993786,-0.0255606259590067,169,0,41,90,0
"YHR121W_07",194.018677283279,40.594848109096,-0.0423459153314578,-0.421664015574875,454,137,73,185,73
"YLR355C_02",54.0449205383361,40.5857864826754,-0.869597763247731,-0.857318912207533,353,256,263,137,137
"YMR315W_02",72.6894425516912,40.5743129256138,-0.0768668516060021,-0.0978873760799664,160,0,93,0,0
"YAL064W-B_01",371.660160339909,40.5612793247151,0.0627448376127017,-0.175537593363552,548,126,0,109,0
"YMR207C_03",191.088612907791,40.5559042123329,-0.102025733445515,0.0153096737566,387,195,154,0,0
"YKL051W_09",73.8344227967461,40.5540525993185,-0.305030515352258,-0.945240711626296,52,568,300,67,52
"YPL254W_04",199.355954756486,40.5529926654441,-0.158473224169478,-0.178779987645406,239,413,313,0,0
"YDR192C_08",74.7895280463703,40.5379098124061,0.000690744064602924,-0.139973162825296,1,130,0,135,0
"YDL114W-A_04",99.6103510127022,40.5364562147174,-0.0273150621916065,0.090725379831828,0,329,99,0,0
"YJL010C_03",235.052205700829,40.5327788865677,-0.515695357017347,-0.759022716197355,678,421,310,62,62
"YGL121C_00",119.700622292107,40.5250279888376,-0.145126423307696,0.0227307074556166,220,195,83,0,0
"YOR212W_08",53.5007683031709,40.5226565523121,-0.385184407030692,-0.683218605890154,11,119,183,0,0
"YPL059W_08",83.68111366238,40.5174907330107,-0.0439666763270461,-0.0689385896273379,123,126,116,0,0
"YPL263C_08",602.81151290144,40.509169863967,-0.0198780229108608,-0.183251876125055,528,1130,0,140,0
"YDR095C_09",187.518140352852,40.5072186620995,-0.176831240129297,-0.267336360585934,49,301,0,161,0
"YGR139W_02",144.968903558673,40.4825441334928,-0.161161110752347,-0.814077264114487,939,0,103,136,0
"YLR118C_02",289.66374200513,40.4685404431695,-0.0365044115099715,-0.263962525507838,359,390,178,0,0
"YLR418C_01",42.3254850914309,40.4675641518292,-0.434619178983104,-0.725805570857419,0,253,44,307,0
"YLR251W_07",826.892475017526,40.4650348662132,-0.154187513903726,-0.663941234224447,1402,994,115,113,113
"YOR341W_03",246.329868326839,40.4643561341876,-0.0571223188485421,-0.338246243623817,641,42,150,58,42
"YGL216W_03",55.0928179569894,40.4628620210235,-0.372858964679993,-0.335774787776968,83,189,100,61,61
"YJL138C_08",114.029198188968,40.4628588909368,-0.0149515495815396,-0.417818365754744,116,96,74,41,41
"YLR258W_04",125.780624709295,40.461735532972,0.0764276878492696,-0.350650381330587,260,35,15,81,15
"YPR023C_03",96.3303151937096,40.4615666457398,0.064759535389065,-0.189571173036832,126,28,71,46,28
"YIL163C_00",164.981217928244,40.4577139475052,-0.587157285668452,-0.723201717039276,91,662,85,122,85
"YPL105C_07",94.2375975084279,40.4467231646018,-0.105374425177704,-0.0516007029803225,201,112,121,0,0
"YJL059W_00",863.525200828384,40.4460994612575,0.040119459510868,-0.129175992118652,749,484,0,170,0
"YNL192W_07",51.7799013748652,40.4378237181284,-0.123608555469966,-0.0774212761515908,0,193,0,118,0
"YJL194W_04",49.2318671600835,40.4281644773081,-0.568872641936006,-0.865573334850332,387,65,353,108,65
"YCR075W-A_09",139.565254133217,40.4205574565473,-0.0241477920683606,-0.63597160119502,267,28,78,86,28
"YDR524W-C_02",198.838572723357,40.4196184447069,0.0695980147520679,-0.420921001993042,216,54,100,23,23
"YJL034W_05",75.3401098735769,40.4172916012495,-0.787303157692695,-0.646918219244324,89,473,254,0,0
"YMR082C_08",180.561796972728,40.4067807013046,-0.310629300621054,-0.0225237772583027,17,444,146,0,0
"YEL002C_04",490.948562944645,40.4029002558024,0.0232194822941338,-0.00801897896614533,861,326,144,0,0
"YOL053W_03",1223.83383980851,40.4026936143418,-0.442393021079111,-0.0233060616834682,117,1512,0,144,0
"YJL140W_04",105.044561567662,40.3875359762081,-0.950021167416345,-0.54002834345636,753,433,0,423,0
"YBR120C_06",59.848458453866,40.3844527443053,0.0354172329573255,-0.35081868112732,119,0,0,252,0
"YPR186C_08",86.8578122472906,40.3831253223705,-0.730566595192859,-0.665356862325612,560,123,42,265,42
"YLR390W-A_05",103.83506023786,40.3811534541587,-0.00802548593992893,-0.333339266224961,361,0,111,168,0
"YER004W_01",535.995477854022,40.3739307539076,-0.0311717647712703,-0.0229098319790049,242,740,74,1,1
"YGL249W_08",378.086835685473,40.3401689999666,0.0180889105864615,-0.0438740861990511,642,2,22,131,2
"YCL045C_04",190.588744103782,40.3390774332286,0.0776887266298443,-0.112235254396146,8,155,197,0,0
"Q0250_08",508.431226485744,40.3314693017447,0.0534121170336012,-0.162493790245141,741,157,77,48,48
"YHR140W_01",44.6082251054822,40.3207775654428,-0.228597500004017,-0.447562534674435,0,231,74,0,0
"YDR424C_09",152.022967868232,40.3177475370939,-0.0298529254442862,-0.419371469294565,433,63,0,81,0
"YFR002W_02",315.85019103175,40.3165157361992,-0.049618276751109,-0.178602873559263,631,49,97,0,0
"YDR115W_04",63.4846999312302,40.3154414076322,-0.123719660838322,-0.776170169370132,327,0,62,229,0
"YBR032W_03",716.021308172744,40.3096750885896,-0.302812234044664,-0.420656451339558,18,1697,17,191,17
"YGR026W_06",61.9676633707766,40.309301163522,-0.249262782115463,-0.382415630448751,150,210,164,33,33
"YOR152C_04",69.6709138211694,40.3066204372413,0.258891739898613,-0.350136998787407,205,0,0,243,0
"YDR038C_09_DEGEN",164.196882816499,40.3066026050642,-0.0710628661342329,-0.361853508116121,214,94,149,41,41
"YGR149W_09",49.6515914946572,40.297652038027,-0.163184968750747,0.368362358943039,104,89,67,0,0
"YBR185C_08",94.7016628998395,40.2966825475795,-0.132921052671009,-0.151524860637794,172,109,78,40,40
"YGR059W_04",2279.67966544767,40.2728445184892,0.124479454971471,-0.00429501630483999,1403,1300,107,0,0
"YPL124W_06",121.28738239004,40.2682055115183,-0.426793902403696,-0.944286403203899,664,197,321,0,0
"YML090W_04",1684.8477489451,40.267135420323,-0.0553694165212356,-0.220559221981408,1767,2077,92,92,92
"YBR117C_06",210.396185566559,40.2549008753848,-0.171441478637482,0.0258211676350595,485,42,109,0,0
"YLR029C_00",53.1695993062959,40.2533004191202,-0.753645913749197,-0.791753967138615,21,563,254,163,21
"YOR331C_09",86.7915868015404,40.2267488971151,-0.319247295605583,-0.638487571443688,118,207,37,215,37
"YBL066C_03",215.22109563365,40.2249791932971,-0.0965979056325812,-0.199782002368895,760,1,0,236,0
"YMR178W_09",46.2269510692633,40.2242066968914,0.00722387228568378,-0.131019231849569,0,111,123,0,0
"YCR095C_08",165.558128536693,40.215251363085,-0.300369453780984,-0.267600698678557,695,0,94,55,0
"YKL059C_03",49.8586802858092,40.1930958505724,-0.0561189284919315,-0.58114751952817,103,40,14,155,14
"YCL034W_09",114.723262019557,40.1842399321274,0.0021384383909233,0.0488276324984124,57,258,126,0,0
"YJL034W_08",113.783619665329,40.1779306340169,-0.877693180121995,-0.644993448086446,444,716,21,395,21
"YDR137W_01",89.298726694932,40.1765758047058,-0.158843227365091,-0.4486684467255,76,202,112,135,76
"YHR137C-A_06",363.305876517458,40.166197359648,0.0568358491317708,-0.623547610641488,649,0,37,122,0
"YER006C-A_05",134.521499136937,40.1614633312655,-0.627981745852091,-0.768917792711016,130,709,79,88,79
"YJL216C_01",333.736194102981,40.1466947649251,-0.203336688059368,-0.0245883516288152,10,473,214,0,0
"YNL015W_09",144.923011589219,40.1351972067191,-0.248002319942877,-0.707490979380729,445,220,247,1,1
"YGL164C_01",48.3444801005517,40.1278044462686,-0.445053415400447,-0.776034283721555,82,232,162,114,82
"YAL031W-A_01",91.0819817685879,40.1032354087287,-0.671432089115483,-0.899148771113394,655,57,102,222,57
"YJR139C_01",43.0610516501056,40.1030010726838,-0.642129501836648,-0.875393092693638,133,153,212,107,107
"YNL188W_01",860.095016932513,40.1014800412022,0.0310034440670711,-0.138412662833137,1198,554,1,117,1
"YJL143W_02",117.077493357659,40.0941510311522,-0.865330153374701,-0.743479972368271,308,516,214,124,124
"YER132C_04",135.761035161154,40.0939682767705,0.0666658208117904,-0.0687367600856853,470,0,0,175,0
"YPR178W_07",60.7067112984322,40.0856652923718,-0.696559153701167,-0.759279906312652,29,603,402,55,29
"YPR146C_05",149.627052239335,40.0855252495548,0.0021293523319174,-0.148470747969228,308,90,165,0,0
"YBR132C_03",64.1331687204691,40.0792595607866,0.0661174810312942,-0.133709069642135,0,110,98,60,0
"YLR419W_06",107.645512900174,40.0779139545959,-0.794308558030706,-0.954552545225655,28,726,214,117,28
"YLR223C_05",384.829635265614,40.0624574855378,-0.113872654913877,-0.103554399976163,1093,427,181,0,0
"YOR031W_07",49.8196608128909,40.0430586784172,-0.360166185800783,-0.194474363201565,103,43,169,0,0
"YML004C_03",2365.50300203762,40.0233502817143,0.0379301345110069,-0.669001291587412,3019,1421,49,109,49
"YIL063C_02",165.247641121572,40.0221219496916,0.0827677519934772,-0.00331128749614926,366,0,0,90,0
"YPR110C_03",98.3625215946074,40.0214796910294,-0.183022551557922,-0.600100484223908,637,0,230,46,0
"YKR028W_07",96.9213742061046,40.0187546483776,-0.174995787484295,0.131531959596812,370,125,0,124,0
"YGR161C_04",52.5853447658904,40.0085020283498,-0.126984687131792,-0.562136612788279,222,0,12,169,0
"YPR170W-B_00",294.625812312343,40.0021481155715,0.113587294423978,-0.244321210320782,354,0,75,53,0
"YBL069W_02",83.0504924249812,39.9910027800307,0.00782485978538299,-0.743533307805168,32,238,184,99,32
"YPR130C_03",676.934969315118,39.988265136758,0.0437934715154753,-0.119503861060683,534,728,150,0,0
"YER074W_05",80.783326954442,39.9829679679103,-0.0514893355826468,-0.847426021477771,0,345,126,47,0
"YCL048W_07",146.456285305968,39.9743522968441,-0.046957181422359,-0.367955770161047,239,125,170,0,0
"YPL259C_02",77.472408576385,39.9708561691951,-0.179670366880998,-0.714680793803244,176,0,163,50,0
"YDL107W_02",185.135913449386,39.9518851720319,-0.535504293297449,-0.611348598017533,625,679,62,90,62
"YGR235C_03",142.237982832821,39.9482782215092,0.0998806215938539,-0.0623071121622585,0,71,85,47,0
"YDR172W_07",149.753299345205,39.943883673254,-0.608879678077197,-0.344880574979194,95,472,11,222,11
"YOR390W_01",88.1690020482244,39.940120741717,-0.0027744434721954,-0.1067939159184,191,0,64,134,0
"YMR024W_05",115.482089046995,39.9330386133582,-0.585530264648747,-0.183398146546029,455,192,67,91,67
"YDR084C_03",48.9715595970338,39.9277750646538,-0.0266197103696017,0.0939646237384437,191,0,0,90,0
"YHR060W_02",41.1546114866157,39.9191190890094,-0.988777630741949,-0.946866445792051,112,190,178,168,112
"YNL249C_03",547.631318703996,39.9117865493011,-0.005523492569159,-0.898643916307076,1107,0,111,66,0
"YDL204W_06",147.899776783131,39.9078184807829,-0.144697652466867,0.144075998014196,0,540,0,80,0
"YDL161W_08",227.642588971576,39.8866054536238,0.00334388548615865,-0.0706558248349213,360,122,0,88,0
"YCR026C_08",106.19920716482,39.8820656277797,-0.610193636877794,-0.493025991852492,109,121,125,27,27
"YKL033W-A_08",158.012485665887,39.8764463017592,-0.00277473110510178,-0.55535626169655,150,129,114,184,114
"YDL210W_06",102.407944746305,39.8537398715889,-0.24342374032332,-0.20939416649713,203,380,43,100,43
"YNL054W_09",261.648974021401,39.8494631720252,-0.231149733484729,-0.13388750211479,505,149,133,0,0
"YDR079C-A_02",61.7298350723857,39.8347448409351,-0.085657712600379,-0.302895460527034,73,0,144,0,0
"YHR042W_00",69.5210754263493,39.8275096314482,-0.358221276289789,-0.728133437505392,17,357,215,0,0
"YER166W_04",44.2211902577218,39.8218299286123,-0.250729396510576,-0.908669206477784,0,181,97,213,0
"YKL136W_06",1391.54186603299,39.8190789213966,0.0249594463758472,-0.018805821840462,190,3028,94,0,0
"YCR079W_05",42.7523922095494,39.8015470521069,-0.788612202166453,-0.777721854892087,244,119,86,123,86
"YCL039W_01",490.245734339985,39.7974954080798,0.00613978436352442,-0.347157589345907,612,51,251,0,0
"YOR226C_05",225.49428697003,39.7864896025453,-0.0296413842792493,-0.1952633724569,701,19,76,58,19
"YPL067C_03",81.664219725283,39.7577781454728,0.0667402403238399,-0.370552342557923,148,0,142,16,0
"YBL037W_06",51.5610444244166,39.7504161509213,-0.181485104447989,-0.0997868886554387,27,305,26,119,26
"YLR194C_03",450.023184391818,39.744449912632,-0.0517056827668792,-0.686095936164849,687,400,325,42,42
"YPL199C_01",319.766770505745,39.7434780416719,-0.0877792412300206,0.0410781244168324,652,267,75,1,1
"YGR180C_09",149.661100348894,39.7421785506669,-0.100016061180193,-0.615635241838869,459,0,23,226,0
"YLL006W_07",154.312713970671,39.741789515253,-0.552736458192962,-0.861198004036473,60,896,191,46,46
"YJR045C_07",81.9345599591748,39.7374311269715,-0.835246641357908,-0.730793857120745,280,577,26,412,26
"YHL048C-A_07",789.898657081354,39.7372057701288,0.0014371881367317,-0.122898968599557,1175,588,226,0,0
"YPR181C_05",50.9886764649953,39.7361764599702,-0.775625088767978,-0.830138423855066,142,424,413,43,43
"YOR221C_06",179.908943681174,39.7303321603497,-0.198816458013803,-0.546765709305838,453,134,142,102,102
"YGL248W_07",190.102078312332,39.7268371567494,-0.0377890727294829,0.0175467689994049,568,0,0,131,0
"YGR227W_02",342.039532412624,39.7219881874627,0.0692572062647169,-0.156748036765657,254,234,1,95,1
"YBR257W_06",784.943836695201,39.7203610195496,-0.0516012800538058,-0.441698483766424,239,1116,25,107,25
"YOR144C_00",53.5160153398348,39.7128223918348,-0.135131243796074,-0.614216558611879,200,0,122,65,0
"YNL097C-B_01",343.838387741357,39.7075090808418,0.0260469309708507,-0.383785637896882,27,697,225,0,0
"YMR013C-A_05",556.327719177371,39.6950705937689,0.00269217655379915,-0.292218299014546,143,648,172,100,100
"YOR300W_08",197.60564518756,39.6924346667568,-0.197038250940052,-0.422597582119798,338,317,20,70,20
"YHR028W-A_07",167.5988081785,39.6855803880738,-0.0652451392299087,0.0269192635728665,533,0,0,93,0
"YGL184C_04",326.189249357107,39.6837594357086,0.0684111075975005,-0.0841281546118606,460,0,36,136,0
"YML090W_02",261.764337769735,39.6754369716749,-0.257526528858867,-0.256081190568997,21,512,45,132,21
"YNL097C_04",232.539610691843,39.6733102954262,-0.149041415061958,-0.0763462635457363,399,488,145,20,20
"YML081W_05",96.064627549606,39.6701681888803,-0.45756448714502,-0.320955860179397,212,291,42,119,42
"YGL021W_03",335.317602762945,39.6671421383315,0.00577310518211824,-0.208576402558398,100,782,97,0,0
"YNL286W_04",72.6762639972566,39.6668791805953,-0.260558329256366,-0.0582167044574181,71,267,115,0,0
"snR68_02",350.379064333208,39.6548429023699,0.0545427036611879,0.025039818484519,129,473,73,0,0
"YMR069W_07",99.654277874928,39.6485205368123,-0.037392825323784,-0.123943969892603,64,211,39,166,39
"YLL029W_04",61.0839463509336,39.635244905855,-0.748167009891336,-0.835049658542584,221,165,132,141,132
"YKL159C_06",321.255456378811,39.6310510403705,-0.165850400633653,-0.227708765402694,155,520,98,0,0
"YDR137W_03",152.625013073418,39.6221822432038,0.0720464492366289,-0.394849413976836,264,1,169,0,0
"YDR280W_01",302.570129218711,39.6156621583467,-0.776340177085432,-0.739144844354722,611,2610,416,0,0
"YGR079W_03",68.5524098912374,39.6152485409638,-0.111962994823566,-0.308338662650805,261,53,121,41,41
"YBR206W_08",119.335628553222,39.6136321361014,0.287630590125498,-0.0208166327358755,261,0,1,107,0
"YFL002W-A_00",1262.78773470309,39.6065658691877,-0.330852403789555,-0.112201609050283,23,1166,132,27,23
"YPL221W_01",51.1540121544317,39.5728004059795,-0.260681714613536,-0.315352434254161,115,176,91,55,55
"YGL007C-A_07",1884.98787346934,39.5696670575934,0.105704883589322,0.00792834475989934,2540,227,0,143,0
"YIL013C_02",834.203168706505,39.5693165988677,0.112348323263194,-0.336676288588534,536,522,15,91,15
"YOR128C_08",40.5714418480988,39.5657996199853,-0.875521175838466,-0.719949990348689,157,297,295,120,120
"YIR034C_02",64.0947950250744,39.5636168349863,-0.786648378763968,-0.92849937579292,395,108,219,157,108
"YOR073W-A_03",100.411198882197,39.5603481569264,-0.0810348082943623,-0.142915459869672,174,102,208,0,0
"YDL173W_08",80.9227921947251,39.5541676561111,-0.17143484269534,-0.026452358628799,415,0,0,114,0
"YGR108W_06",203.641120425362,39.547876428955,-0.212303889348713,-0.25820302011582,8,210,238,0,0
"YDL075W_02",39.9106074721257,39.5319531013042,-0.333220922630649,-0.145100325349675,66,176,26,125,26
"YHL012W_02",99.8935972328634,39.5281186071264,0.0591025236308367,-0.428501419017562,115,56,39,145,39
"YOR365C_09",170.663510850056,39.5145212193549,-0.141828312966061,-0.0436244222217013,608,82,0,153,0
"YKL119C_04",505.311330389056,39.498325876928,0.035621264268614,-0.0774054377420168,693,267,102,0,0
"YDR154C_03",140.112784688871,39.4971827142603,0.151903290164208,-0.102885069914557,268,1,0,80,0
"YGL072C_00",55.9200749649933,39.4915238537748,-0.314492625532168,-0.431268139445133,41,101,130,34,34
"YDL007W_08",113.3254879458,39.4892764577217,-0.85040596796983,-0.859076697095186,215,914,180,216,180
"YHR001W_08",414.337335661792,39.4733576705257,0.0273103913126747,-0.258622970692465,354,484,0,153,0
"YJR009C_06",224.309136030106,39.4612141012304,0.0398231713149925,-0.171306418664505,119,205,18,70,18
"YFR010W_00",133.42288160527,39.4577461484738,-0.425464036691493,-0.605674200794412,648,115,26,262,26
"YJL003W_01",179.482665559947,39.4418385811421,-0.120634761971062,-0.129004829137797,404,336,152,0,0
"YDL081C_03",124.661260683763,39.437694731134,-0.173004537948557,-0.0713204601793774,74,381,142,0,0
"YKL181W_08",1004.02778294406,39.4255457257997,0.030276551300029,0.00297580777956267,757,976,0,83,0
"YJR004C_07",93.8788666339806,39.4196497037676,0.0929445369954685,-0.574141506706704,81,31,35,190,31
